month,state,permit,totals,Pop_est,Under_5years_%,Under_18years_%,Over_65years_%,Female_%,Black_African_alone_%
2016-10-01,North Carolina,26407,49372,10146788,0.06,0.227,0.155,0.514,0.222
2016-09-01,North Carolina,25994,46452,10146788,0.06,0.227,0.155,0.514,0.222
2016-08-01,North Carolina,28076,46518,10146788,0.06,0.227,0.155,0.514,0.222
2016-07-01,North Carolina,25408,44123,10146788,0.06,0.227,0.155,0.514,0.222
2016-06-01,North Carolina,26567,44535,10146788,0.06,0.227,0.155,0.514,0.222
2016-05-01,North Carolina,25228,38727,10146788,0.06,0.227,0.155,0.514,0.222
2016-04-01,North Carolina,27505,43592,10146788,0.06,0.227,0.155,0.514,0.222
2016-03-01,North Carolina,34897,53581,10146788,0.06,0.227,0.155,0.514,0.222
2016-02-01,North Carolina,33753,58096,10146788,0.06,0.227,0.155,0.514,0.222
2016-01-01,North Carolina,33032,51646,10146788,0.06,0.227,0.155,0.514,0.222
2016-12-01,North Dakota,1189,6261,757952,0.073,0.233,0.145,0.487,0.029
2016-11-01,North Dakota,720,6494,757952,0.073,0.233,0.145,0.487,0.029
2016-10-01,North Dakota,676,7283,757952,0.073,0.233,0.145,0.487,0.029
2016-09-01,North Dakota,819,5883,757952,0.073,0.233,0.145,0.487,0.029
2016-08-01,North Dakota,1216,5461,757952,0.073,0.233,0.145,0.487,0.029
2016-07-01,North Dakota,1305,5470,757952,0.073,0.233,0.145,0.487,0.029
2016-06-01,North Dakota,2462,6568,757952,0.073,0.233,0.145,0.487,0.029
2016-05-01,North Dakota,1319,4620,757952,0.073,0.233,0.145,0.487,0.029
2016-04-01,North Dakota,765,6039,757952,0.073,0.233,0.145,0.487,0.029
2016-03-01,North Dakota,1208,6281,757952,0.073,0.233,0.145,0.487,0.029
2016-02-01,North Dakota,761,5799,757952,0.073,0.233,0.145,0.487,0.029
2016-01-01,North Dakota,800,5877,757952,0.073,0.233,0.145,0.487,0.029
2016-12-01,Ohio,11781,88178,11614373,0.06,0.225,0.162,0.51,0.128
2016-11-01,Ohio,12670,88928,11614373,0.06,0.225,0.162,0.51,0.128
2016-10-01,Ohio,12693,71864,11614373,0.06,0.225,0.162,0.51,0.128
2016-09-01,Ohio,11166,58828,11614373,0.06,0.225,0.162,0.51,0.128
2016-08-01,Ohio,13656,62418,11614373,0.06,0.225,0.162,0.51,0.128
2016-07-01,Ohio,11762,63148,11614373,0.06,0.225,0.162,0.51,0.128
2016-06-01,Ohio,13236,60366,11614373,0.06,0.225,0.162,0.51,0.128
2016-05-01,Ohio,14797,58406,11614373,0.06,0.225,0.162,0.51,0.128
2016-04-01,Ohio,16083,71881,11614373,0.06,0.225,0.162,0.51,0.128
2016-03-01,Ohio,19568,85267,11614373,0.06,0.225,0.162,0.51,0.128
2016-02-01,Ohio,16201,90222,11614373,0.06,0.225,0.162,0.51,0.128
2016-01-01,Ohio,13836,76218,11614373,0.06,0.225,0.162,0.51,0.128
2016-12-01,Oklahoma,0,43082,3923561,0.068,0.245,0.15,0.505,0.078
2016-11-01,Oklahoma,0,40123,3923561,0.068,0.245,0.15,0.505,0.078
2016-10-01,Oklahoma,0,28578,3923561,0.068,0.245,0.15,0.505,0.078
2016-09-01,Oklahoma,0,25309,3923561,0.068,0.245,0.15,0.505,0.078
2016-08-01,Oklahoma,0,25927,3923561,0.068,0.245,0.15,0.505,0.078
2016-07-01,Oklahoma,0,25946,3923561,0.068,0.245,0.15,0.505,0.078
2016-06-01,Oklahoma,0,26167,3923561,0.068,0.245,0.15,0.505,0.078
2016-05-01,Oklahoma,0,21379,3923561,0.068,0.245,0.15,0.505,0.078
2016-04-01,Oklahoma,0,26489,3923561,0.068,0.245,0.15,0.505,0.078
2016-03-01,Oklahoma,0,29112,3923561,0.068,0.245,0.15,0.505,0.078
2016-02-01,Oklahoma,0,37589,3923561,0.068,0.245,0.15,0.505,0.078
2016-01-01,Oklahoma,0,34889,3923561,0.068,0.245,0.15,0.505,0.078
2016-12-01,Oregon,777,35754,4093465,0.058,0.212,0.168,0.505,0.021
2016-11-01,Oregon,831,33555,4093465,0.058,0.212,0.168,0.505,0.021
2016-10-01,Oregon,787,28948,4093465,0.058,0.212,0.168,0.505,0.021
2016-09-01,Oregon,114,26487,4093465,0.058,0.212,0.168,0.505,0.021
2016-08-01,Oregon,71,22911,4093465,0.058,0.212,0.168,0.505,0.021
2016-07-01,Oregon,21,24813,4093465,0.058,0.212,0.168,0.505,0.021
2016-06-01,Oregon,48,25502,4093465,0.058,0.212,0.168,0.505,0.021
2016-05-01,Oregon,28,21266,4093465,0.058,0.212,0.168,0.505,0.021
2016-04-01,Oregon,24,23132,4093465,0.058,0.212,0.168,0.505,0.021
2016-03-01,Oregon,69,27093,4093465,0.058,0.212,0.168,0.505,0.021
2016-02-01,Oregon,88,28869,4093465,0.058,0.212,0.168,0.505,0.021
2016-01-01,Oregon,45,26378,4093465,0.058,0.212,0.168,0.505,0.021
2016-12-01,Pennsylvania,28180,111913,12784227,0.056,0.209,0.174,0.51,0.118
2016-11-01,Pennsylvania,30800,118378,12784227,0.056,0.209,0.174,0.51,0.118
2016-10-01,Pennsylvania,29248,103095,12784227,0.056,0.209,0.174,0.51,0.118
2016-09-01,Pennsylvania,26936,86424,12784227,0.056,0.209,0.174,0.51,0.118
2016-08-01,Pennsylvania,27897,86652,12784227,0.056,0.209,0.174,0.51,0.118
2016-07-01,Pennsylvania,26819,86137,12784227,0.056,0.209,0.174,0.51,0.118
2016-06-01,Pennsylvania,23639,80806,12784227,0.056,0.209,0.174,0.51,0.118
2016-05-01,Pennsylvania,20806,70244,12784227,0.056,0.209,0.174,0.51,0.118
2016-04-01,Pennsylvania,24297,88140,12784227,0.056,0.209,0.174,0.51,0.118
2016-03-01,Pennsylvania,31577,105145,12784227,0.056,0.209,0.174,0.51,0.118
2016-02-01,Pennsylvania,29651,104116,12784227,0.056,0.209,0.174,0.51,0.118
2016-01-01,Pennsylvania,33905,102170,12784227,0.056,0.209,0.174,0.51,0.118
2016-12-01,Rhode Island,0,2542,1056426,0.052,0.197,0.165,0.514,0.081
2016-11-01,Rhode Island,0,2658,1056426,0.052,0.197,0.165,0.514,0.081
2016-10-01,Rhode Island,0,2448,1056426,0.052,0.197,0.165,0.514,0.081
2016-09-01,Rhode Island,0,2052,1056426,0.052,0.197,0.165,0.514,0.081
2016-08-01,Rhode Island,0,2090,1056426,0.052,0.197,0.165,0.514,0.081
2016-07-01,Rhode Island,0,2368,1056426,0.052,0.197,0.165,0.514,0.081
2016-06-01,Rhode Island,0,2302,1056426,0.052,0.197,0.165,0.514,0.081
2016-05-01,Rhode Island,0,1648,1056426,0.052,0.197,0.165,0.514,0.081
2016-04-01,Rhode Island,0,2125,1056426,0.052,0.197,0.165,0.514,0.081
2016-03-01,Rhode Island,0,2516,1056426,0.052,0.197,0.165,0.514,0.081
2016-02-01,Rhode Island,0,2392,1056426,0.052,0.197,0.165,0.514,0.081
2016-01-01,Rhode Island,0,2617,1056426,0.052,0.197,0.165,0.514,0.081
2016-12-01,South Carolina,9634,43044,4961119,0.059,0.221,0.167,0.515,0.275
2016-11-01,South Carolina,12216,39711,4961119,0.059,0.221,0.167,0.515,0.275
2016-10-01,South Carolina,11817,31780,4961119,0.059,0.221,0.167,0.515,0.275
2016-09-01,South Carolina,10337,28988,4961119,0.059,0.221,0.167,0.515,0.275
2016-08-01,South Carolina,13000,31389,4961119,0.059,0.221,0.167,0.515,0.275
2016-07-01,South Carolina,14025,32730,4961119,0.059,0.221,0.167,0.515,0.275
2016-06-01,South Carolina,12286,30209,4961119,0.059,0.221,0.167,0.515,0.275
2016-05-01,South Carolina,11329,24923,4961119,0.059,0.221,0.167,0.515,0.275
2016-04-01,South Carolina,14347,30929,4961119,0.059,0.221,0.167,0.515,0.275
2016-03-01,South Carolina,17408,38503,4961119,0.059,0.221,0.167,0.515,0.275
2016-02-01,South Carolina,12817,39376,4961119,0.059,0.221,0.167,0.515,0.275
2016-01-01,South Carolina,10212,31396,4961119,0.059,0.221,0.167,0.515,0.275
2016-12-01,South Dakota,1238,10739,865454,0.071,0.246,0.16,0.496,0.02
2016-11-01,South Dakota,1501,11622,865454,0.071,0.246,0.16,0.496,0.02
2016-10-01,South Dakota,1629,12670,865454,0.071,0.246,0.16,0.496,0.02
2016-09-01,South Dakota,1335,9284,865454,0.071,0.246,0.16,0.496,0.02
2016-08-01,South Dakota,1259,7873,865454,0.071,0.246,0.16,0.496,0.02
2016-07-01,South Dakota,1179,7406,865454,0.071,0.246,0.16,0.496,0.02
2016-06-01,South Dakota,1155,7519,865454,0.071,0.246,0.16,0.496,0.02
2016-05-01,South Dakota,922,6403,865454,0.071,0.246,0.16,0.496,0.02
2016-04-01,South Dakota,1114,8275,865454,0.071,0.246,0.16,0.496,0.02
2016-03-01,South Dakota,1448,9178,865454,0.071,0.246,0.16,0.496,0.02
2016-02-01,South Dakota,1627,10732,865454,0.071,0.246,0.16,0.496,0.02
2016-01-01,South Dakota,1872,10220,865454,0.071,0.246,0.16,0.496,0.02
2016-12-01,Tennessee,5124,74884,6651194,0.061,0.226,0.157,0.512,0.171
2016-11-01,Tennessee,17474,74722,6651194,0.061,0.226,0.157,0.512,0.171
2016-10-01,Tennessee,12980,56652,6651194,0.061,0.226,0.157,0.512,0.171
2016-09-01,Tennessee,11512,48546,6651194,0.061,0.226,0.157,0.512,0.171
2016-08-01,Tennessee,18828,60971,6651194,0.061,0.226,0.157,0.512,0.171
2016-07-01,Tennessee,1915,57653,6651194,0.061,0.226,0.157,0.512,0.171
2016-06-01,Tennessee,2123,56218,6651194,0.061,0.226,0.157,0.512,0.171
2016-05-01,Tennessee,2564,44044,6651194,0.061,0.226,0.157,0.512,0.171
2016-04-01,Tennessee,4151,57837,6651194,0.061,0.226,0.157,0.512,0.171
2016-03-01,Tennessee,2578,51955,6651194,0.061,0.226,0.157,0.512,0.171
2016-02-01,Tennessee,12348,68503,6651194,0.061,0.226,0.157,0.512,0.171
2016-01-01,Tennessee,14485,62789,6651194,0.061,0.226,0.157,0.512,0.171
2016-12-01,Texas,24494,181572,27862596,7.2,26.2,12.0,50.4,12.6
2016-11-01,Texas,23199,157519,27862596,7.2,26.2,12.0,50.4,12.6
2016-10-01,Texas,34700,144467,27862596,7.2,26.2,12.0,50.4,12.6
2016-09-01,Texas,29142,126694,27862596,7.2,26.2,12.0,50.4,12.6
2016-08-01,Texas,25803,124608,27862596,7.2,26.2,12.0,50.4,12.6
2016-07-01,Texas,24634,127207,27862596,7.2,26.2,12.0,50.4,12.6
2016-06-01,Texas,23267,120263,27862596,7.2,26.2,12.0,50.4,12.6
2016-05-01,Texas,25496,104134,27862596,7.2,26.2,12.0,50.4,12.6
2016-04-01,Texas,38061,126292,27862596,7.2,26.2,12.0,50.4,12.6
2016-03-01,Texas,48497,152465,27862596,7.2,26.2,12.0,50.4,12.6
2016-02-01,Texas,56900,192417,27862596,7.2,26.2,12.0,50.4,12.6
2016-01-01,Texas,36269,164088,27862596,7.2,26.2,12.0,50.4,12.6
2016-12-01,Utah,12544,29485,3051217,8.3,30.2,10.5,49.7,1.4
2016-11-01,Utah,13500,26928,3051217,8.3,30.2,10.5,49.7,1.4
2016-10-01,Utah,13883,23339,3051217,8.3,30.2,10.5,49.7,1.4
2016-09-01,Utah,11262,19914,3051217,8.3,30.2,10.5,49.7,1.4
2016-08-01,Utah,13405,21178,3051217,8.3,30.2,10.5,49.7,1.4
2016-07-01,Utah,9754,17608,3051217,8.3,30.2,10.5,49.7,1.4
2016-06-01,Utah,19677,28189,3051217,8.3,30.2,10.5,49.7,1.4
2016-05-01,Utah,16748,24045,3051217,8.3,30.2,10.5,49.7,1.4
2016-04-01,Utah,22419,30706,3051217,8.3,30.2,10.5,49.7,1.4
2016-03-01,Utah,21789,30548,3051217,8.3,30.2,10.5,49.7,1.4
2016-02-01,Utah,12927,22999,3051217,8.3,30.2,10.5,49.7,1.4
2016-01-01,Utah,10485,19968,3051217,8.3,30.2,10.5,49.7,1.4
2016-12-01,Vermont,0,3977,624594,4.9,19.0,18.1,50.6,1.3
2016-11-01,Vermont,0,3503,624594,4.9,19.0,18.1,50.6,1.3
2016-10-01,Vermont,0,3769,624594,4.9,19.0,18.1,50.6,1.3
2016-09-01,Vermont,0,3130,624594,4.9,19.0,18.1,50.6,1.3
2016-08-01,Vermont,0,2724,624594,4.9,19.0,18.1,50.6,1.3
2016-07-01,Vermont,0,2674,624594,4.9,19.0,18.1,50.6,1.3
2016-06-01,Vermont,0,2688,624594,4.9,19.0,18.1,50.6,1.3
2016-05-01,Vermont,0,2247,624594,4.9,19.0,18.1,50.6,1.3
2016-04-01,Vermont,0,3220,624594,4.9,19.0,18.1,50.6,1.3
2016-03-01,Vermont,0,3861,624594,4.9,19.0,18.1,50.6,1.3
2016-02-01,Vermont,0,4173,624594,4.9,19.0,18.1,50.6,1.3
2016-01-01,Vermont,0,3451,624594,4.9,19.0,18.1,50.6,1.3
2016-12-01,Virginia,1145,62649,8411808,6.1,22.2,14.6,50.8,19.8
2016-11-01,Virginia,695,58362,8411808,6.1,22.2,14.6,50.8,19.8
2016-10-01,Virginia,816,46862,8411808,6.1,22.2,14.6,50.8,19.8
2016-09-01,Virginia,804,38779,8411808,6.1,22.2,14.6,50.8,19.8
2016-08-01,Virginia,776,38667,8411808,6.1,22.2,14.6,50.8,19.8
2016-07-01,Virginia,1102,43574,8411808,6.1,22.2,14.6,50.8,19.8
2016-06-01,Virginia,985,37593,8411808,6.1,22.2,14.6,50.8,19.8
2016-05-01,Virginia,943,30787,8411808,6.1,22.2,14.6,50.8,19.8
2016-04-01,Virginia,415,36219,8411808,6.1,22.2,14.6,50.8,19.8
2016-03-01,Virginia,828,42741,8411808,6.1,22.2,14.6,50.8,19.8
2016-02-01,Virginia,784,47955,8411808,6.1,22.2,14.6,50.8,19.8
2016-01-01,Virginia,524,44181,8411808,6.1,22.2,14.6,50.8,19.8
2016-12-01,Washington,14178,59181,7288000,6.2,22.4,14.8,50.0,4.1
2016-11-01,Washington,13926,56963,7288000,6.2,22.4,14.8,50.0,4.1
2016-10-01,Washington,15570,57746,7288000,6.2,22.4,14.8,50.0,4.1
2016-09-01,Washington,12021,48147,7288000,6.2,22.4,14.8,50.0,4.1
2016-08-01,Washington,14063,46645,7288000,6.2,22.4,14.8,50.0,4.1
2016-07-01,Washington,14111,47887,7288000,6.2,22.4,14.8,50.0,4.1
2016-06-01,Washington,13202,50487,7288000,6.2,22.4,14.8,50.0,4.1
2016-05-01,Washington,12459,41282,7288000,6.2,22.4,14.8,50.0,4.1
2016-04-01,Washington,34121,65565,7288000,6.2,22.4,14.8,50.0,4.1
2016-03-01,Washington,89199,126000,7288000,6.2,22.4,14.8,50.0,4.1
2016-02-01,Washington,15736,56043,7288000,6.2,22.4,14.8,50.0,4.1
2016-01-01,Washington,19688,58050,7288000,6.2,22.4,14.8,50.0,4.1
2016-12-01,West Virginia,1465,27242,1831102,5.5,20.5,18.8,50.5,3.6
2016-11-01,West Virginia,1786,25378,1831102,5.5,20.5,18.8,50.5,3.6
2016-10-01,West Virginia,1937,20035,1831102,5.5,20.5,18.8,50.5,3.6
2016-09-01,West Virginia,1686,18079,1831102,5.5,20.5,18.8,50.5,3.6
2016-08-01,West Virginia,1948,17315,1831102,5.5,20.5,18.8,50.5,3.6
2016-07-01,West Virginia,1992,16791,1831102,5.5,20.5,18.8,50.5,3.6
2016-06-01,West Virginia,1822,16423,1831102,5.5,20.5,18.8,50.5,3.6
2016-05-01,West Virginia,1939,14918,1831102,5.5,20.5,18.8,50.5,3.6
2016-04-01,West Virginia,2323,17825,1831102,5.5,20.5,18.8,50.5,3.6
2016-03-01,West Virginia,3003,22143,1831102,5.5,20.5,18.8,50.5,3.6
2016-02-01,West Virginia,3527,27216,1831102,5.5,20.5,18.8,50.5,3.6
2016-01-01,West Virginia,3378,18985,1831102,5.5,20.5,18.8,50.5,3.6
2016-12-01,Wisconsin,24129,56928,5778708,5.8,22.3,16.1,50.3,6.6
2016-11-01,Wisconsin,26474,65277,5778708,5.8,22.3,16.1,50.3,6.6
2016-10-01,Wisconsin,28980,63442,5778708,5.8,22.3,16.1,50.3,6.6
2016-09-01,Wisconsin,30268,59639,5778708,5.8,22.3,16.1,50.3,6.6
2016-08-01,Wisconsin,25551,53689,5778708,5.8,22.3,16.1,50.3,6.6
2016-07-01,Wisconsin,14505,38922,5778708,5.8,22.3,16.1,50.3,6.6
2016-06-01,Wisconsin,5459,30747,5778708,5.8,22.3,16.1,50.3,6.6
2016-05-01,Wisconsin,6549,27431,5778708,5.8,22.3,16.1,50.3,6.6
2016-04-01,Wisconsin,8256,38403,5778708,5.8,22.3,16.1,50.3,6.6
2016-03-01,Wisconsin,10344,44925,5778708,5.8,22.3,16.1,50.3,6.6
2016-02-01,Wisconsin,9420,42855,5778708,5.8,22.3,16.1,50.3,6.6
2016-01-01,Wisconsin,9496,39561,5778708,5.8,22.3,16.1,50.3,6.6
2016-12-01,Wyoming,437,6560,585501,6.5,23.7,15.0,48.9,1.3
2016-11-01,Wyoming,393,5814,585501,6.5,23.7,15.0,48.9,1.3
2016-10-01,Wyoming,534,5228,585501,6.5,23.7,15.0,48.9,1.3
2016-09-01,Wyoming,699,5086,585501,6.5,23.7,15.0,48.9,1.3
2016-08-01,Wyoming,906,5295,585501,6.5,23.7,15.0,48.9,1.3
2016-07-01,Wyoming,597,4585,585501,6.5,23.7,15.0,48.9,1.3
2016-06-01,Wyoming,509,4812,585501,6.5,23.7,15.0,48.9,1.3
2016-05-01,Wyoming,868,4504,585501,6.5,23.7,15.0,48.9,1.3
2016-04-01,Wyoming,785,5029,585501,6.5,23.7,15.0,48.9,1.3
2016-03-01,Wyoming,700,5302,585501,6.5,23.7,15.0,48.9,1.3
2016-02-01,Wyoming,551,5703,585501,6.5,23.7,15.0,48.9,1.3
2016-01-01,Wyoming,959,5676,585501,6.5,23.7,15.0,48.9,1.3
